port,prov,kode_hirarki,geometry,h3
Pulau Seluan,Kepulauan Riau,PL,"POLYGON ((4.149132982085432 107.88634314084089, 4.085187716533114 107.88634059983391, 4.085187716533114 107.82265940016609, 4.149132982085432 107.82265685915911, 4.149132982085432 107.88634314084089))","['8869909633fffff', '8869909645fffff', '886990960dfffff', '8869909601fffff', '88699096cdfffff', '8869909617fffff', '8869942cb7fffff', '8869909657fffff', '8869909659fffff', '8869909603fffff', '8869955923fffff', '88699096e5fffff', '8869942cb5fffff', '886990964bfffff', '8869955921fffff', '8869909753fffff', '88699096e9fffff', '886990965bfffff', '8869909625fffff', '886990965dfffff', '8869909449fffff', '8869909639fffff', '8869909661fffff', '8869909621fffff', '8869909631fffff', '886990975bfffff', '8869909641fffff', '8869909627fffff', '886990966bfffff', '8869909605fffff', '886990964dfffff', '8869909619fffff', '88699096edfffff', '8869955925fffff', '8869909609fffff', '8869909653fffff', '8869909629fffff', '886990960bfffff', '886990961bfffff', '8869909635fffff', '88699096e1fffff', '8869909647fffff', '886990962dfffff', '886995592dfffff', '886990961dfffff', '8869955927fffff', '8869909663fffff', '8869909459fffff', '8869909655fffff', '8869909667fffff', '8869909643fffff', '8869909613fffff', '8869909637fffff', '8869909649fffff', '8869909651fffff', '886990962bfffff', '886990963bfffff', '886990945bfffff', '8869909623fffff', '8869909615fffff', '886990963dfffff', '8869909611fffff', '8869909607fffff']"
Pangkalan Susu,Sumatera Utara,PP,"POLYGON ((4.152210979126205 98.24583326415618, 4.088265718516398 98.24583072123326, 4.088265718516398 98.18214927876673, 4.152210979126205 98.18214673584382, 4.152210979126205 98.24583326415618))","['886509c86dfffff', '886509c807fffff', '886509c83dfffff', '886509cb17fffff', '886509c841fffff', '886509c83bfffff', '886509c95bfffff', '886509c95dfffff', '886509c869fffff', '886509c951fffff', '886509c827fffff', '886509c84dfffff', '886509c809fffff', '886509c805fffff', '886509c823fffff', '886509c857fffff', '886509c867fffff', '886509cb33fffff', '886509c819fffff', '886509cb11fffff', '886509c855fffff', '886509c82bfffff', '886509c955fffff', '886509c9c3fffff', '886509cb1bfffff', '886509c953fffff', '886509cb3bfffff', '886509c815fffff', '886509c843fffff', '886509c957fffff', '886509c959fffff', '886509c845fffff', '886509c803fffff', '886509c821fffff', '886509c82dfffff', '886509c825fffff', '886509c865fffff', '886509c81dfffff', '886509c835fffff', '886509c9cdfffff', '886509c80bfffff', '886509c909fffff', '886509c831fffff', '886509c9cbfffff', '886509c861fffff', '886509c9c1fffff', '886509c829fffff', '886509c80dfffff', '886509c86bfffff', '886509c9c9fffff', '886509c91bfffff', '886509c863fffff', '886509c847fffff', '886509c919fffff', '886509c837fffff', '886509cb13fffff', '886509c839fffff', '886509c801fffff']"
Meulaboh,Aceh,PP,"POLYGON ((4.159168972429922 96.1636835432576, 4.095223723006473 96.16368099600348, 4.095223723006473 96.09999900399652, 4.159168972429922 96.09999645674239, 4.159168972429922 96.1636835432576))","['8865509a03fffff', '8865509b15fffff', '8865509849fffff', '8865509a25fffff', '886550986bfffff', '8865509a61fffff', '8865509847fffff', '8865509a3dfffff', '8865509b19fffff', '8865509b5bfffff', '8865509a21fffff', '8865509a15fffff', '8865509a33fffff', '8865509869fffff', '8865509a01fffff', '8865509a07fffff', '8865509845fffff', '886550980dfffff', '8865509b1bfffff', '8865509b1dfffff', '8865509b03fffff', '8865509801fffff', '8865509b57fffff', '8865509a0dfffff', '8865509841fffff', '8865509b13fffff', '8865509859fffff', '8865509b53fffff', '8865509b0bfffff', '8865509a27fffff', '8865509a2bfffff', '8865509855fffff', '8865509a35fffff', '8865509a31fffff', '8865509a67fffff', '8865509a65fffff', '8865509a23fffff', '886550985dfffff', '8865509a6dfffff', '8865509a37fffff', '8865509a69fffff', '8865509b51fffff', '8865509843fffff', '886550984dfffff', '886550984bfffff', '8865509a39fffff', '8865509a63fffff', '8865509a17fffff', '8865509a2dfffff', '8865509a3bfffff', '8865509809fffff', '8865509a29fffff', '8865509b11fffff', '8865509a05fffff', '8865509a6bfffff', '8865509b17fffff']"
Nunukan/ Tunon Taka,Kalimantan Utara,PP,"POLYGON ((4.177784954467984 117.68504429230637, 4.113839735065587 117.68504173346325, 4.113839735065587 117.62135826653675, 4.177784954467984 117.62135570769362, 4.177784954467984 117.68504429230637))","['88681a8905fffff', '88681ac659fffff', '88681a892bfffff', '88681a891bfffff', '88681ac657fffff', '88681a8929fffff', '88681a8907fffff', '88681ad497fffff', '88681a8921fffff', '88681a895dfffff', '88681a8917fffff', '88681a8909fffff', '88681a893dfffff', '88681a8945fffff', '88681a893bfffff', '88681a8933fffff', '88681a8903fffff', '88681a8953fffff', '88681a8957fffff', '88681a894dfffff', '88681ac65bfffff', '88681a896dfffff', '88681a8963fffff', '88681a896bfffff', '88681ac6c9fffff', '88681a8955fffff', '88681a8943fffff', '88681a8927fffff', '88681a894bfffff', '88681a8961fffff', '88681a8939fffff', '88681ac6cbfffff', '88681ad49bfffff', '88681a8827fffff', '88681a8901fffff', '88681ac6d9fffff', '88681a8915fffff', '88681ac653fffff', '88681a890dfffff', '88681a8965fffff', '88681a8937fffff', '88681a8969fffff', '88681a8b27fffff', '88681a8825fffff', '88681a8911fffff', '88681a89e5fffff', '88681ac6ddfffff', '88681a89edfffff', '88681a8925fffff', '88681a8931fffff', '88681a8913fffff', '88681ad493fffff', '88681a8949fffff', '88681ac61bfffff', '88681a8967fffff', '88681a8941fffff', '88681ac651fffff', '88681a8821fffff', '88681a890bfffff', '88681a882dfffff', '88681a8919fffff', '88681a8923fffff', '88681a8947fffff', '88681ac619fffff', '88681a8935fffff', '88681a8951fffff', '88681a891dfffff', '88681ac6d1fffff', '88681a892dfffff']"
Sungai Nyamuk/ Sebatik,Kalimantan Utara,PP,"POLYGON ((4.190174942476047 117.9354447927113, 4.1262297431287145 117.9354422261543, 4.1262297431287145 117.8717577738457, 4.190174942476047 117.8717552072887, 4.190174942476047 117.9354447927113))","['88681a1645fffff', '88681a8ca5fffff', '88681a175bfffff', '88681a1615fffff', '88681a1669fffff', '88681a1719fffff', '88681a1757fffff', '88681a1751fffff', '88681a1643fffff', '88681a166bfffff', '88681ab925fffff', '88681a160dfffff', '88681a1653fffff', '88681a1601fffff', '88681a1619fffff', '88681a8dbbfffff', '88681a175dfffff', '88681a160bfffff', '88681a1657fffff', '88681a1655fffff', '88681a1759fffff', '88681a8ca7fffff', '88681a163bfffff', '88681a164bfffff', '88681a145dfffff', '88681a8db7fffff', '88681a1621fffff', '88681a161dfffff', '88681a165dfffff', '88681a1611fffff', '88681a144bfffff', '88681a8d95fffff', '88681a1661fffff', '88681a1609fffff', '88681a1635fffff', '88681a1753fffff', '88681a8d9bfffff', '88681a8d99fffff', '88681a1639fffff', '88681a8d93fffff', '88681a1607fffff', '88681a162dfffff', '88681a8d91fffff', '88681a166dfffff', '88681a8d97fffff', '88681a1629fffff', '88681a1633fffff', '88681a1641fffff', '88681a1663fffff', '88681a1605fffff', '88681a1449fffff', '88681a1631fffff', '88681a1649fffff', '88681a163dfffff', '88681a1627fffff', '88681ab92dfffff', '88681a1625fffff', '88681a1603fffff', '88681a1651fffff', '88681a1647fffff', '88681a162bfffff', '88681a1755fffff', '88681a1665fffff', '88681a1623fffff', '88681a1667fffff', '88681a1637fffff', '88681a164dfffff', '88681a8db3fffff']"
Pulau Kampai,Sumatera Utara,PL,"POLYGON ((4.219498913975575 98.27539598300041, 4.1555537623302525 98.2753933981842, 4.1555537623302525 98.21170660181579, 4.219498913975575 98.21170401699959, 4.219498913975575 98.27539598300041))","['886509c921fffff', '886509c905fffff', '8865082653fffff', '88650826ddfffff', '886509c931fffff', '88650826c9fffff', '886509c967fffff', '8865082659fffff', '886509c933fffff', '886509c96dfffff', '886509c929fffff', '8865082619fffff', '886509c923fffff', '886509c915fffff', '8865082689fffff', '886508265bfffff', '886508261bfffff', '886509c901fffff', '8865082611fffff', '88650826d5fffff', '88650826e9fffff', '8865082657fffff', '8865082681fffff', '886509c965fffff', '886509c96bfffff', '88650826c3fffff', '886509c917fffff', '886509c92bfffff', '886509c93bfffff', '88650826c7fffff', '88650826cbfffff', '886509c961fffff', '886509c935fffff', '8865082651fffff', '886508268dfffff', '886508261dfffff', '886509c969fffff', '886509c925fffff', '88650826cdfffff', '88650826c1fffff', '88650826c5fffff', '886509c903fffff', '886509c93dfffff', '886509c92dfffff', '886509c90dfffff', '88650826ebfffff', '8865082603fffff', '8865082615fffff', '886509c907fffff', '886509c939fffff', '8865082613fffff', '8865082617fffff', '886509c927fffff', '886509c937fffff', '886509c963fffff', '886508260bfffff']"
Beo,Sulawesi Utara,PL,"POLYGON ((4.260104874234677 126.82164764506784, 4.19615978919354 126.82164503496189, 4.19615978919354 126.75795496503811, 4.260104874234677 126.75795235493216, 4.260104874234677 126.82164764506784))","['8873b54b6dfffff', '8873b096a3fffff', '8873b09417fffff', '8873b096b1fffff', '8873b094edfffff', '8873b0941bfffff', '8873b096b5fffff', '8873b09413fffff', '8873b094cdfffff', '8873b094e9fffff', '8873b094e5fffff', '8873b0948dfffff', '8873b094c7fffff', '8873b096b3fffff', '8873b094d5fffff', '8873b094e3fffff', '8873b094cbfffff', '8873b09415fffff', '8873b09451fffff', '8873b096e7fffff', '8873b09433fffff', '8873b09685fffff', '8873b096a9fffff', '8873b09431fffff', '8873b094c5fffff', '8873b0943bfffff', '8873b096b7fffff', '8873b096adfffff', '8873b09453fffff', '8873b096abfffff', '8873b094c9fffff', '8873b0941dfffff', '8873b096a7fffff', '8873b096e5fffff', '8873b09411fffff', '8873b09403fffff', '8873b0948bfffff', '8873b094c1fffff', '8873b09439fffff', '8873b0940bfffff', '8873b096a5fffff', '8873b09485fffff', '8873b09419fffff', '8873b09687fffff', '8873b096bdfffff', '8873b09489fffff', '8873b096b9fffff', '8873b09457fffff', '8873b0943dfffff', '8873b094c3fffff', '8873b09487fffff', '8873b09481fffff', '8873b094ebfffff', '8873b094ddfffff', '8873b0945bfffff', '8873b094e1fffff', '8873b09459fffff', '8873b096a1fffff', '8873b096bbfffff', '8873b094d9fffff']"
Kawaluso,Sulawesi Utara,PL,"POLYGON ((4.261874872495117 125.35314771788212, 4.197929790371743 125.35314510667365, 4.197929790371743 125.28945489332634, 4.261874872495117 125.28945228211786, 4.261874872495117 125.35314771788212))","['8868e93817fffff', '8868e938c3fffff', '8868e938cbfffff', '8868e93887fffff', '8868e938bdfffff', '8868e938b7fffff', '8868e93811fffff', '8868e938c9fffff', '8868e938d5fffff', '8868e93889fffff', '8868e93813fffff', '8868e938ebfffff', '8868e938a3fffff', '8868e9388bfffff', '8868e93885fffff', '8868e93899fffff', '8868e938edfffff', '8868e93aa5fffff', '8868e939ddfffff', '8868e938e1fffff', '8868e938c7fffff', '8868e93883fffff', '8868e938ddfffff', '8868e938b1fffff', '8868e938d7fffff', '8868e9381bfffff', '8868e938c5fffff', '8868e938cdfffff', '8868e93895fffff', '8868e938d9fffff', '8868e93ab7fffff', '8868e939dbfffff', '8868e938d3fffff', '8868e93833fffff', '8868e938dbfffff', '8868e938adfffff', '8868e938c1fffff', '8868e93ab5fffff', '8868e939d3fffff', '8868e938b3fffff', '8868e938e5fffff', '8868e939d1fffff', '8868e938bbfffff', '8868e938a1fffff', '8868e93881fffff', '8868e938a9fffff', '8868e938e7fffff', '8868e93891fffff', '8868e93aa3fffff', '8868e938abfffff', '8868e938e3fffff', '8868e939d9fffff', '8868e938d1fffff', '8868e938b9fffff', '8868e9389dfffff', '8868e93aa7fffff', '8868e9232dfffff', '8868e9388dfffff', '8868e938b5fffff', '8868e938e9fffff']"
Dapalan,Sulawesi Utara,PL,"POLYGON ((4.453524680549346 126.8921557826598, 4.38957992152159 126.89215305199932, 4.38957992152159 126.82844694800067, 4.453524680549346 126.82844421734019, 4.453524680549346 126.8921557826598))","['8873b55a97fffff', '8873b55aabfffff', '8873b55aa3fffff', '8873b5436dfffff', '8873b551a5fffff', '8873b55ac7fffff', '8873b55a81fffff', '8873b55ad7fffff', '8873b551a3fffff', '8873b55aa7fffff', '8873b55ab9fffff', '8873b55ac3fffff', '8873b55a91fffff', '8873b55ad9fffff', '8873b55ab5fffff', '8873b55aa1fffff', '8873b55ac9fffff', '8873b55ab3fffff', '8873b54345fffff', '8873b55a95fffff', '8873b55a89fffff', '8873b54369fffff', '8873b55aa9fffff', '8873b55a9bfffff', '8873b55a8bfffff', '8873b5432dfffff', '8873b55ac1fffff', '8873b55aebfffff', '8873b55ae3fffff', '8873b558dbfffff', '8873b54361fffff', '8873b55addfffff', '8873b5436bfffff', '8873b55a87fffff', '8873b55a85fffff', '8873b551adfffff', '8873b54365fffff', '8873b55a9dfffff', '8873b5434dfffff', '8873b55ab7fffff', '8873b55aadfffff', '8873b55a93fffff', '8873b55abdfffff', '8873b558d9fffff', '8873b55adbfffff', '8873b558c9fffff', '8873b551a1fffff', '8873b55ad3fffff', '8873b55a8dfffff', '8873b54349fffff', '8873b551a7fffff', '8873b55ad1fffff', '8873b55a83fffff', '8873b55aa5fffff', '8873b55a99fffff', '8873b55ab1fffff', '8873b55acbfffff', '8873b55abbfffff', '8873b54367fffff', '8873b55ad5fffff']"
Matutuang,Sulawesi Utara,PL,"POLYGON ((4.464050669800973 125.72165623597918, 4.400105928930052 125.72165349875367, 4.400105928930052 125.65794650124634, 4.464050669800973 125.65794376402083, 4.464050669800973 125.72165623597918))","['8873b4c8e9fffff', '8873b4c8c7fffff', '8873b4c8b5fffff', '8873b4c8c3fffff', '8873b4c9d7fffff', '8873b4c989fffff', '8873b4c8adfffff', '8873b4c9d5fffff', '8873b4c881fffff', '8873b4c8c1fffff', '8873b4c9d9fffff', '8873b4c885fffff', '8873b4c8c5fffff', '8873b4c8edfffff', '8873b4c9d1fffff', '8873b4c8e1fffff', '8873b4c89dfffff', '8873b4c83bfffff', '8873b4c9d3fffff', '8873b4c8a3fffff', '8873b4c8b1fffff', '8873b4c999fffff', '8873b4c8bdfffff', '8873b4c8a1fffff', '8873b4c813fffff', '8873b4c8e3fffff', '8873b4c8d3fffff', '8873b4c883fffff', '8873b4c8e5fffff', '8873b4524dfffff', '8873b4c8e7fffff', '8873b4c8bbfffff', '8873b4c819fffff', '8873b4c8a9fffff', '8873b4c811fffff', '8873b4c895fffff', '8873b4c889fffff', '8873b4c837fffff', '8873b45241fffff', '8873b4c833fffff', '8873b4524bfffff', '8873b4c99bfffff', '8873b4c81bfffff', '8873b4c9dbfffff', '8873b4c8b7fffff', '8873b4c899fffff', '8873b4c8b9fffff', '8873b4c8a7fffff', '8873b4c817fffff', '8873b4c887fffff', '8873b4c8d5fffff', '8873b4c8abfffff', '8873b4c88dfffff', '8873b4c9ddfffff', '8873b4c8d1fffff', '8873b4c8ebfffff', '8873b4c8a5fffff', '8873b4c8cdfffff', '8873b4c8d7fffff', '8873b4c88bfffff', '8873b45249fffff']"
Essang,Sulawesi Utara,PL,"POLYGON ((4.491793641369084 126.76325743595656, 4.42784894855866 126.76325468142562, 4.42784894855866 126.69954531857437, 4.491793641369084 126.69954256404343, 4.491793641369084 126.76325743595656))","['8873b424a5fffff', '8873b425dbfffff', '8873b425ddfffff', '8873b424a9fffff', '8873b425a9fffff', '8873b55a6dfffff', '8873b42595fffff', '8873b425cbfffff', '8873b42591fffff', '8873b42431fffff', '8873b424e1fffff', '8873b425e7fffff', '8873b425cdfffff', '8873b425c3fffff', '8873b42597fffff', '8873b42433fffff', '8873b424a7fffff', '8873b425d9fffff', '8873b4243bfffff', '8873b42585fffff', '8873b42599fffff', '8873b424a1fffff', '8873b425d3fffff', '8873b42583fffff', '8873b55a4dfffff', '8873b42587fffff', '8873b425e3fffff', '8873b424adfffff', '8873b42581fffff', '8873b42435fffff', '8873b425c7fffff', '8873b424edfffff', '8873b55a69fffff', '8873b424e3fffff', '8873b425ebfffff', '8873b424e7fffff', '8873b42589fffff', '8873b4259bfffff', '8873b42439fffff', '8873b4258bfffff', '8873b42593fffff', '8873b424abfffff', '8873b425d5fffff', '8873b4259dfffff', '8873b425c1fffff', '8873b425e1fffff', '8873b42437fffff', '8873b4243dfffff', '8873b4258dfffff', '8873b425bbfffff', '8873b425c5fffff', '8873b425c9fffff', '8873b4242bfffff', '8873b42423fffff', '8873b425d7fffff', '8873b424e5fffff', '8873b425d1fffff', '8873b425b9fffff', '8873b42485fffff']"
Kuala Langsa,Aceh,PP,"POLYGON ((4.554371576690039 98.050290170246, 4.490426993378525 98.05028737666854, 4.490426993378525 97.98657262333145, 4.554371576690039 97.98656982975399, 4.554371576690039 98.050290170246))","['886509483bfffff', '88650949c3fffff', '8865094819fffff', '8865094861fffff', '88650949cdfffff', '886509491bfffff', '8865094855fffff', '8865094863fffff', '8865094b17fffff', '8865094825fffff', '88650949cbfffff', '886509486dfffff', '8865094857fffff', '8865094957fffff', '8865094827fffff', '886509491dfffff', '8865094919fffff', '8865094811fffff', '8865094845fffff', '886509483dfffff', '8865094959fffff', '886509495bfffff', '88650949ddfffff', '8865094809fffff', '886509480dfffff', '8865094821fffff', '8865094801fffff', '8865094803fffff', '886509482bfffff', '8865094867fffff', '8865094823fffff', '886509486bfffff', '8865094807fffff', '886509481dfffff', '8865094815fffff', '8865094839fffff', '8865094831fffff', '8865094951fffff', '8865094837fffff', '8865094913fffff', '8865094835fffff', '886509482dfffff', '8865094911fffff', '886509480bfffff', '88650949c1fffff', '8865094829fffff', '8865094833fffff', '8865094847fffff', '8865094865fffff', '8865094805fffff', '8865094b13fffff', '8865094953fffff', '886509490bfffff', '8865094955fffff', '8865094869fffff', '88650949c9fffff', '8865094843fffff']"
Kakorotan,Sulawesi Utara,PR,"POLYGON ((4.664696460814905 127.18976508392831, 4.600752074234368 127.1897622214711, 4.600752074234368 127.1260377785289, 4.664696460814905 127.12603491607169, 4.664696460814905 127.18976508392831))","['8873b50a57fffff', '8873b50a29fffff', '8873b50b1dfffff', '8873b50b55fffff', '8873b50a15fffff', '8873b50a01fffff', '8873b50a6bfffff', '8873b50a35fffff', '8873b50b11fffff', '8873b5084dfffff', '8873b50a25fffff', '8873b50a65fffff', '8873b50a19fffff', '8873b50a2dfffff', '8873b50a21fffff', '8873b50a69fffff', '8873b50a61fffff', '8873b50841fffff', '8873b50a0dfffff', '8873b50a47fffff', '8873b50b53fffff', '8873b50a11fffff', '8873b50a3dfffff', '8873b50a63fffff', '8873b50a37fffff', '8873b50b0bfffff', '8873b50a3bfffff', '8873b50a39fffff', '8873b50855fffff', '8873b50a27fffff', '8873b50b59fffff', '8873b51997fffff', '8873b50849fffff', '8873b50a31fffff', '8873b5084bfffff', '8873b50b51fffff', '8873b50b5bfffff', '8873b50a67fffff', '8873b50b1bfffff', '8873b50b57fffff', '8873b50843fffff', '8873b50a33fffff', '8873b50a2bfffff', '8873b50b19fffff', '8873b50a43fffff', '8873b50a1dfffff', '8873b50a6dfffff', '8873b50a09fffff', '8873b50a0bfffff', '8873b51993fffff', '8873b50a03fffff', '8873b50a05fffff', '8873b50a55fffff', '8873b50a45fffff', '8873b50a17fffff', '8873b50a23fffff', '8873b5085dfffff', '8873b50a07fffff']"
Calang,Aceh,PP,"POLYGON ((4.674610450286839 95.61505553130283, 4.610666081615061 95.61505266265338, 4.610666081615061 95.55132733734662, 4.674610450286839 95.55132446869717, 4.674610450286839 95.61505553130283))","['8865500c81fffff', '8865500cc5fffff', '8865500c1dfffff', '8865500ce1fffff', '8865500c8dfffff', '8865500c83fffff', '8865500cd5fffff', '8865500dd7fffff', '8865500ccbfffff', '8865500dddfffff', '8865500cc3fffff', '8865500cd1fffff', '8865500c87fffff', '8865500dd9fffff', '8865500cd7fffff', '8865500c8bfffff', '8865500c89fffff', '8865500ccdfffff', '8865500cc1fffff', '8865507649fffff', '8865500c1bfffff', '8865500c39fffff', '8865500dc3fffff', '8865500dd5fffff', '8865500cedfffff', '8865500ddbfffff', '8865500ca1fffff', '8865500c15fffff', '8865500dd1fffff', '8865500cadfffff', '8865500ce3fffff', '8865500cddfffff', '8865500c85fffff', '8865500c11fffff', '8865500c13fffff', '8865500c3bfffff', '8865500c33fffff', '8865500ce5fffff', '8865500cebfffff', '8865500ce7fffff', '8865500cabfffff', '8865500cc9fffff', '8865500ca5fffff', '8865500c31fffff', '8865500c37fffff', '8865500ce9fffff', '8865500cc7fffff', '8865500dcbfffff', '8865500ca3fffff', '8865500cb5fffff', '8865500c19fffff', '8865500cbdfffff', '8865500dd3fffff', '8865500c17fffff', '8865500ea7fffff', '8865500ca9fffff', '8865500ca7fffff']"
Pulau Laut,Kepulauan Riau,PR,"POLYGON ((4.706999415759168 107.9830669995683, 4.643055105859713 107.98306411068583, 4.643055105859713 107.91933588931417, 4.706999415759168 107.9193330004317, 4.706999415759168 107.9830669995683))","['886995c01bfffff', '886995c2e3fffff', '886995c0c3fffff', '886995c0c7fffff', '886995c2a5fffff', '886995c053fffff', '886995c769fffff', '886995c2a3fffff', '886995c2b9fffff', '886995c293fffff', '886995c765fffff', '886995c2ebfffff', '886995c0d9fffff', '886995c295fffff', '886995c285fffff', '886995c08bfffff', '886995c0d3fffff', '886995c76dfffff', '886995c2a7fffff', '886995c2bbfffff', '886995c297fffff', '886995c761fffff', '886995c013fffff', '886995c083fffff', '886995c017fffff', '886995c08dfffff', '886995c2abfffff', '886995c2adfffff', '886995c0d5fffff', '886995c0e9fffff', '886995c081fffff', '886995c0dbfffff', '886995c287fffff', '886995c0c5fffff', '886995c0ebfffff', '886995c291fffff', '886995c089fffff', '886995c745fffff', '886995c019fffff', '886995c0c1fffff', '886995c2b5fffff', '886995c283fffff', '886995c2e7fffff', '886995c0ddfffff', '886995c0c9fffff', '886995c28dfffff', '886995c01dfffff', '886995c0cdfffff', '886995c0d7fffff', '886995c09dfffff', '886995c2b1fffff', '886995c2b7fffff', '886995c2bdfffff', '886995c2b3fffff', '886995c281fffff', '886995c2a1fffff', '886995c0cbfffff', '886995c2a9fffff', '886995c0d1fffff', '886995c015fffff', '886995c011fffff']"
